date,journey_id,device,marketing_channel,sessions,journey_starts,journey_completions,lead_submits,self_service_successes,revenue_proxy,calls_deflected,bounce_rate,measurement_quality,identity_match_rate,beacon_loss_rate
2026-02-18,JRN008,mobile_web,direct,350,214,18,18,2,4392,0,0.326,58.79,0.8726,0.0131
2026-02-18,JRN008,mobile_app,organic_search,110,53,4,4,0,976,0,0.2382,54.41,0.9,0.0423
2026-02-18,JRN008,mobile_app,paid_search,68,32,2,2,0,488,0,0.2226,59.37,0.9139,0.0342
2026-02-18,JRN008,mobile_app,email,62,37,3,3,0,732,0,0.183,58.11,0.8915,0.0209
2026-02-18,JRN008,mobile_app,direct,73,45,5,5,0,1220,0,0.2463,57.78,0.9234,0.017
2026-02-18,JRN009,desktop,organic_search,297,190,27,2,27,2322,7,0.2367,73.99,0.9186,0.0099
2026-02-18,JRN009,desktop,paid_search,221,145,19,2,19,1634,5,0.1574,73.69,0.8804,0.0283
2026-02-18,JRN009,desktop,email,145,90,14,1,14,1204,5,0.1671,74.57,0.9096,0.0128
2026-02-18,JRN009,desktop,direct,208,125,19,1,19,1634,7,0.2103,74.84,0.8921,0.0101
2026-02-18,JRN009,mobile_web,organic_search,359,199,23,1,23,1978,5,0.2805,76.37,0.874,0.0148
2026-02-18,JRN009,mobile_web,paid_search,254,160,15,1,15,1290,5,0.2812,75.96,0.8733,0.026
2026-02-18,JRN009,mobile_web,email,147,80,11,0,11,946,4,0.2564,71.87,0.9194,0.0213
2026-02-18,JRN009,mobile_web,direct,212,130,16,0,16,1376,6,0.3184,74.91,0.895,0.0192
2026-02-18,JRN009,mobile_app,organic_search,55,36,5,0,5,430,1,0.1792,75.4,0.9007,0.0166
2026-02-18,JRN009,mobile_app,paid_search,44,28,4,0,4,344,0,0.2186,74.3,0.906,0.0229
2026-02-18,JRN009,mobile_app,email,33,22,3,0,3,258,1,0.1872,76.78,0.9352,0.0078
2026-02-18,JRN009,mobile_app,direct,43,26,3,0,3,258,1,0.2408,73.37,0.9187,0.0092
2026-02-18,JRN010,desktop,organic_search,701,491,133,10,133,2394,38,0.168,65.39,0.7213,0.0343
2026-02-18,JRN010,desktop,paid_search,548,438,80,6,80,1440,19,0.2304,65.25,0.7694,0.045
2026-02-18,JRN010,desktop,email,394,303,80,3,80,1440,22,0.1451,68.73,0.8021,0.0144
2026-02-18,JRN010,desktop,direct,435,340,100,5,100,1800,37,0.1737,68.39,0.7347,0.0169
2026-02-18,JRN010,mobile_web,organic_search,715,521,105,8,105,1890,26,0.2973,63.38,0.7504,0.0209
2026-02-18,JRN010,mobile_web,paid_search,516,426,64,6,64,1152,16,0.3121,62.0,0.7293,0.0379
2026-02-18,JRN010,mobile_web,email,410,304,71,4,71,1278,17,0.225,61.8,0.7758,0.0259
2026-02-18,JRN010,mobile_web,direct,534,381,79,4,79,1422,17,0.2329,66.92,0.7472,0.0283
2026-02-18,JRN010,mobile_app,organic_search,130,99,25,2,25,450,9,0.1766,65.12,0.7753,0.0109
2026-02-18,JRN010,mobile_app,paid_search,118,84,20,1,20,360,5,0.1486,64.45,0.7177,0.0461
2026-02-18,JRN010,mobile_app,email,76,63,17,1,17,306,3,0.1692,65.85,0.76,0.016
2026-02-18,JRN010,mobile_app,direct,98,67,14,0,14,252,6,0.1715,66.47,0.7684,0.0274
2026-02-18,JRN011,desktop,organic_search,220,118,4,4,0,1240,0,0.2663,48,0.7474,0.0172
2026-02-18,JRN011,desktop,paid_search,127,69,2,2,0,620,0,0.211,48,0.7698,0.0302
2026-02-18,JRN011,desktop,email,112,53,3,3,0,930,0,0.1883,49.38,0.7445,0.0169
2026-02-18,JRN011,desktop,direct,148,74,3,3,0,930,0,0.2666,48,0.7522,0.0358
2026-02-18,JRN011,mobile_web,organic_search,247,126,4,4,0,1240,0,0.346,48,0.7779,0.0327
2026-02-18,JRN011,mobile_web,paid_search,150,74,2,2,0,620,0,0.2894,48,0.7147,0.0598
2026-02-18,JRN011,mobile_web,email,129,67,3,3,0,930,0,0.343,48,0.7769,0.0386
2026-02-18,JRN011,mobile_web,direct,159,66,2,2,0,620,0,0.3235,48,0.7119,0.0404
2026-02-18,JRN011,mobile_app,organic_search,51,25,0,0,0,0,0,0.2408,48,0.7737,0.0388
2026-02-18,JRN011,mobile_app,paid_search,27,13,0,0,0,0,0,0.2377,48,0.756,0.0423
2026-02-18,JRN011,mobile_app,email,25,13,0,0,0,0,0,0.2182,51.43,0.7701,0.0165
2026-02-18,JRN011,mobile_app,direct,36,16,0,0,0,0,0,0.191,48,0.7154,0.0476
2026-02-18,JRN012,desktop,organic_search,228,111,6,0,6,384,2,0.1847,52.53,0.8443,0.0468
2026-02-18,JRN012,desktop,paid_search,168,93,5,0,5,320,2,0.2216,53.93,0.8539,0.0301
2026-02-18,JRN012,desktop,email,135,71,4,0,4,256,1,0.2565,56.45,0.8908,0.0375
2026-02-18,JRN012,desktop,direct,212,117,5,0,5,320,1,0.2457,52.67,0.8454,0.0354
2026-02-18,JRN012,mobile_web,organic_search,337,174,9,1,9,576,3,0.289,50.32,0.8895,0.045
2026-02-18,JRN012,mobile_web,paid_search,220,120,6,0,6,384,1,0.3259,53.08,0.8581,0.0314
2026-02-18,JRN012,mobile_web,email,142,79,4,0,4,256,1,0.2794,51.84,0.8543,0.0275
2026-02-18,JRN012,mobile_web,direct,224,115,5,0,5,320,1,0.3475,55.25,0.8641,0.0347
2026-02-18,JRN012,mobile_app,organic_search,50,24,1,0,1,64,0,0.2604,53.53,0.8592,0.0348
2026-02-18,JRN012,mobile_app,paid_search,39,20,1,0,1,64,0,0.233,55.82,0.8314,0.0511
2026-02-18,JRN012,mobile_app,email,32,13,0,0,0,0,0,0.2587,55.63,0.8789,0.0433
2026-02-18,JRN012,mobile_app,direct,36,17,0,0,0,0,0,0.1971,55.84,0.8829,0.0292
2026-02-19,JRN001,desktop,organic_search,751,461,42,2,42,5292,9,0.2616,68.96,0.8882,0.0296
2026-02-19,JRN001,desktop,paid_search,520,320,20,1,20,2520,6,0.2037,69.72,0.9031,0.0214
2026-02-19,JRN001,desktop,email,416,256,29,1,29,3654,8,0.2316,65.92,0.9051,0.0248
2026-02-19,JRN001,desktop,direct,596,340,35,3,35,4410,7,0.2096,69.85,0.9215,0.0221
2026-02-19,JRN001,mobile_web,organic_search,704,360,24,1,24,3024,5,0.336,68.36,0.8692,0.0275
2026-02-19,JRN001,mobile_web,paid_search,613,350,23,1,23,2898,4,0.2582,65.84,0.8566,0.0387
2026-02-19,JRN001,mobile_web,email,456,243,17,0,17,2142,3,0.3419,66.04,0.8869,0.0295
2026-02-19,JRN001,mobile_web,direct,657,345,29,2,29,3654,7,0.2672,70.56,0.9161,0.0174
2026-02-19,JRN001,mobile_app,organic_search,157,87,7,0,7,882,1,0.1807,69.41,0.8992,0.019
2026-02-19,JRN001,mobile_app,paid_search,101,57,3,0,3,378,0,0.2168,69.31,0.8859,0.0335
2026-02-19,JRN001,mobile_app,email,83,44,5,0,5,630,1,0.2423,65.06,0.9125,0.0269
2026-02-19,JRN001,mobile_app,direct,120,69,7,0,7,882,1,0.2228,71.55,0.9026,0.0095
2026-02-19,JRN002,desktop,organic_search,989,765,165,13,165,16170,42,0.2195,76.45,0.9242,0.0207
2026-02-19,JRN002,desktop,paid_search,685,520,87,7,87,8526,16,0.2176,78.27,0.915,0.0192
2026-02-19,JRN002,desktop,email,547,366,107,10,107,10486,43,0.2057,77.29,0.8683,0.0191
2026-02-19,JRN002,desktop,direct,701,465,89,7,89,8722,28,0.2236,77.57,0.9227,0.017
2026-02-19,JRN002,mobile_web,organic_search,1036,765,108,11,108,10584,27,0.3095,77.19,0.888,0.0182
2026-02-19,JRN002,mobile_web,paid_search,749,591,75,7,75,7350,21,0.3032,77.36,0.9061,0.03
2026-02-19,JRN002,mobile_web,email,529,420,71,6,71,6958,29,0.2708,79.5,0.9201,0.016
2026-02-19,JRN002,mobile_web,direct,793,608,140,8,140,13720,33,0.2904,73.84,0.9266,0.0192
2026-02-19,JRN002,mobile_app,organic_search,202,154,39,2,39,3822,9,0.1553,78.64,0.898,0.0172
2026-02-19,JRN002,mobile_app,paid_search,132,96,15,0,15,1470,6,0.17,74.0,0.8986,0.0301
2026-02-19,JRN002,mobile_app,email,109,78,21,1,21,2058,7,0.1415,76.94,0.8816,0.0136
2026-02-19,JRN002,mobile_app,direct,143,109,29,2,29,2842,10,0.2137,76.35,0.8631,0.0191
2026-02-19,JRN003,desktop,organic_search,468,266,25,2,25,1850,9,0.1992,62.46,0.9064,0.0364
2026-02-19,JRN003,desktop,paid_search,259,142,12,0,12,888,3,0.1894,60.09,0.8782,0.0468
2026-02-19,JRN003,desktop,email,191,117,18,0,18,1332,6,0.2071,62.34,0.9088,0.0241
2026-02-19,JRN003,desktop,direct,254,134,17,0,17,1258,3,0.2037,60.09,0.8915,0.0191
2026-02-19,JRN003,mobile_web,organic_search,500,296,25,1,25,1850,10,0.2907,65.64,0.9275,0.0164
2026-02-19,JRN003,mobile_web,paid_search,358,220,24,2,24,1776,7,0.3409,57.46,0.8856,0.0482
2026-02-19,JRN003,mobile_web,email,260,165,17,2,17,1258,4,0.3181,62.89,0.8843,0.0243
2026-02-19,JRN003,mobile_web,direct,283,169,17,1,17,1258,4,0.2555,64.17,0.8782,0.0363
2026-02-19,JRN003,mobile_app,organic_search,90,58,6,0,6,444,2,0.1774,65.77,0.9024,0.018
2026-02-19,JRN003,mobile_app,paid_search,69,40,4,0,4,296,0,0.1773,62.08,0.9017,0.0358
2026-02-19,JRN003,mobile_app,email,44,23,3,0,3,222,0,0.219,62.11,0.9268,0.0111
2026-02-19,JRN003,mobile_app,direct,63,37,5,0,5,370,0,0.2413,64.24,0.8938,0.023
2026-02-19,JRN004,desktop,organic_search,377,324,151,16,151,5738,59,0.1556,86.79,0.9151,0.0066
2026-02-19,JRN004,desktop,paid_search,236,202,98,9,98,3724,20,0.09,85.89,0.8981,0.0211
2026-02-19,JRN004,desktop,email,183,157,84,8,84,3192,36,0.0943,87.25,0.9048,0.0054
2026-02-19,JRN004,desktop,direct,232,199,113,4,113,4294,29,0.1117,90.14,0.9233,0.0082
2026-02-19,JRN004,mobile_web,organic_search,413,355,167,16,167,6346,47,0.1781,88.81,0.8875,0.007
2026-02-19,JRN004,mobile_web,paid_search,253,217,61,4,61,2318,11,0.1858,87.67,0.9068,0.0184
2026-02-19,JRN004,mobile_web,email,177,152,84,4,84,3192,26,0.2632,86.52,0.8818,0.0049
2026-02-19,JRN004,mobile_web,direct,269,231,113,8,113,4294,27,0.2136,85.75,0.8793,0.0039
2026-02-19,JRN004,mobile_app,organic_search,709,609,375,19,375,14250,132,0.1117,84.44,0.9395,0.0043
2026-02-19,JRN004,mobile_app,paid_search,396,340,179,15,179,6802,67,0.1828,87.14,0.9025,0.0223
2026-02-19,JRN004,mobile_app,email,339,291,180,10,180,6840,62,0.09,86.9,0.9338,0.0033
2026-02-19,JRN004,mobile_app,direct,448,385,213,13,213,8094,41,0.1675,83.52,0.9288,0.0089
2026-02-19,JRN005,desktop,organic_search,368,300,88,3,88,1936,37,0.1542,74.18,0.9239,0.0148
2026-02-19,JRN005,desktop,paid_search,225,186,58,3,58,1276,10,0.2114,69.11,0.8704,0.0229
2026-02-19,JRN005,desktop,email,176,142,47,2,47,1034,20,0.1569,69.96,0.9076,0.012
2026-02-19,JRN005,desktop,direct,225,193,74,4,74,1628,28,0.1407,74.27,0.9192,0.0178
2026-02-19,JRN005,mobile_web,organic_search,328,282,81,4,81,1782,22,0.258,72.28,0.9348,0.0134
2026-02-19,JRN005,mobile_web,paid_search,243,201,49,4,49,1078,18,0.2447,71.29,0.9032,0.0266
2026-02-19,JRN005,mobile_web,email,185,159,57,4,57,1254,12,0.2432,74.01,0.8816,0.0249
2026-02-19,JRN005,mobile_web,direct,289,248,66,3,66,1452,24,0.2528,72.58,0.8675,0.0147
2026-02-19,JRN005,mobile_app,organic_search,68,54,16,0,16,352,3,0.1367,68.64,0.9226,0.0187
2026-02-19,JRN005,mobile_app,paid_search,47,40,14,1,14,308,5,0.2021,70.1,0.9184,0.0276
2026-02-19,JRN005,mobile_app,email,32,26,11,0,11,242,4,0.1263,72.84,0.8702,0.0203
2026-02-19,JRN005,mobile_app,direct,44,37,11,1,11,242,4,0.1787,70.99,0.9124,0.0095
2026-02-19,JRN006,desktop,organic_search,616,294,15,15,2,2730,0,0.2555,57.75,0.7569,0.0338
2026-02-19,JRN006,desktop,paid_search,455,213,15,15,2,2730,0,0.2533,60.52,0.7151,0.0527
2026-02-19,JRN006,desktop,email,330,173,15,15,2,2730,0,0.2129,62.01,0.7615,0.0331
2026-02-19,JRN006,desktop,direct,371,173,13,13,2,2366,0,0.2651,60.71,0.7171,0.0373
2026-02-19,JRN006,mobile_web,organic_search,661,300,14,14,2,2548,0,0.2665,57.58,0.7795,0.0374
2026-02-19,JRN006,mobile_web,paid_search,479,265,13,13,2,2366,0,0.3196,63.52,0.7348,0.0246
2026-02-19,JRN006,mobile_web,email,364,169,13,13,2,2366,0,0.2885,61.46,0.7356,0.0352
2026-02-19,JRN006,mobile_web,direct,431,252,15,15,2,2730,0,0.269,61.8,0.7242,0.038
2026-02-19,JRN006,mobile_app,organic_search,132,67,4,4,0,728,0,0.2485,63.51,0.7495,0.0128
2026-02-19,JRN006,mobile_app,paid_search,84,37,2,2,0,364,0,0.2307,57.21,0.7657,0.0343
2026-02-19,JRN006,mobile_app,email,58,30,2,2,0,364,0,0.1706,57.49,0.7774,0.0201
2026-02-19,JRN006,mobile_app,direct,77,42,3,3,0,546,0,0.2606,60.96,0.7361,0.0323
2026-02-19,JRN007,desktop,organic_search,220,110,5,5,0,2300,0,0.1865,54.09,0.8556,0.0254
2026-02-19,JRN007,desktop,paid_search,169,72,2,2,0,920,0,0.2139,52.0,0.9024,0.0348
2026-02-19,JRN007,desktop,email,149,80,5,5,0,2300,0,0.2071,53.26,0.8451,0.0458
2026-02-19,JRN007,desktop,direct,154,71,3,3,0,1380,0,0.2304,53.05,0.8904,0.0252
2026-02-19,JRN007,mobile_web,organic_search,291,123,5,5,0,2300,0,0.3057,53.48,0.8998,0.0207
2026-02-19,JRN007,mobile_web,paid_search,191,97,4,4,0,1840,0,0.3063,51.47,0.8827,0.0357
2026-02-19,JRN007,mobile_web,email,125,65,3,3,0,1380,0,0.2808,50.27,0.9131,0.0155
2026-02-19,JRN007,mobile_web,direct,185,99,5,5,0,2300,0,0.3136,48.52,0.8388,0.0463
2026-02-19,JRN007,mobile_app,organic_search,48,24,1,1,0,460,0,0.2348,50.23,0.8889,0.0409
2026-02-19,JRN007,mobile_app,paid_search,38,20,1,1,0,460,0,0.2282,48,0.8894,0.06
2026-02-19,JRN007,mobile_app,email,32,15,0,0,0,0,0,0.1699,48,0.902,0.0308
2026-02-19,JRN007,mobile_app,direct,32,16,0,0,0,0,0,0.2317,50.02,0.845,0.0423
2026-02-19,JRN008,desktop,organic_search,481,277,27,27,4,6588,1,0.2066,53.81,0.8969,0.0364
2026-02-19,JRN008,desktop,paid_search,362,224,21,21,3,5124,0,0.2408,52.25,0.8645,0.0435
2026-02-19,JRN008,desktop,email,292,164,16,16,2,3904,0,0.202,56.92,0.9139,0.0153
2026-02-19,JRN008,desktop,direct,310,187,20,20,3,4880,0,0.2181,54.89,0.8828,0.013
2026-02-19,JRN008,mobile_web,organic_search,517,310,26,26,3,6344,0,0.2976,56.06,0.905,0.0259
2026-02-19,JRN008,mobile_web,paid_search,386,214,14,14,1,3416,0,0.2656,52.86,0.8756,0.0562
2026-02-19,JRN008,mobile_web,email,276,133,11,11,1,2684,0,0.3416,56.42,0.9025,0.044
2026-02-19,JRN008,mobile_web,direct,343,166,16,16,3,3904,0,0.2519,56.83,0.9093,0.0293
2026-02-19,JRN008,mobile_app,organic_search,119,65,6,6,0,1464,0,0.2573,59.22,0.8899,0.0313
2026-02-19,JRN008,mobile_app,paid_search,85,40,3,3,0,732,0,0.2084,54.7,0.845,0.0564
2026-02-19,JRN008,mobile_app,email,60,32,3,3,0,732,0,0.2182,58.43,0.8571,0.0357
2026-02-19,JRN008,mobile_app,direct,71,35,2,2,0,488,0,0.1769,58.54,0.8494,0.0442
2026-02-19,JRN009,desktop,organic_search,320,201,21,2,21,1806,4,0.1763,75.89,0.8867,0.0189
2026-02-19,JRN009,desktop,paid_search,223,150,21,1,21,1806,6,0.1703,72.94,0.9086,0.0217
2026-02-19,JRN009,desktop,email,162,107,19,1,19,1634,6,0.2349,73.85,0.902,0.0126
2026-02-19,JRN009,desktop,direct,219,128,15,1,15,1290,5,0.225,70.74,0.8797,0.013
2026-02-19,JRN009,mobile_web,organic_search,314,187,19,2,19,1634,7,0.2989,74.01,0.8906,0.021
2026-02-19,JRN009,mobile_web,paid_search,196,129,11,0,11,946,2,0.2722,69.72,0.9098,0.0338
2026-02-19,JRN009,mobile_web,email,183,103,15,1,15,1290,3,0.2997,72.69,0.8966,0.0125
2026-02-19,JRN009,mobile_web,direct,250,156,19,0,19,1634,4,0.2756,69.83,0.8642,0.0233
2026-02-19,JRN009,mobile_app,organic_search,54,29,3,0,3,258,0,0.182,75.79,0.8728,0.0236
2026-02-19,JRN009,mobile_app,paid_search,43,27,3,0,3,258,1,0.2142,69.9,0.8631,0.0232
2026-02-19,JRN009,mobile_app,email,33,20,3,0,3,258,0,0.1605,70.18,0.8721,0.0235
2026-02-19,JRN009,mobile_app,direct,42,22,3,0,3,258,1,0.2351,77.16,0.9074,0.0075
2026-02-19,JRN010,desktop,organic_search,709,562,146,13,146,2628,32,0.2243,66.39,0.7888,0.0243
2026-02-19,JRN010,desktop,paid_search,524,405,83,9,83,1494,17,0.1355,62.26,0.746,0.0301
2026-02-19,JRN010,desktop,email,390,276,92,7,92,1656,37,0.2263,64.89,0.7326,0.0345
2026-02-19,JRN010,desktop,direct,421,293,83,4,83,1494,29,0.1582,66.84,0.7707,0.0171
2026-02-19,JRN010,mobile_web,organic_search,850,606,99,10,99,1782,34,0.2696,68.77,0.7684,0.0115
2026-02-19,JRN010,mobile_web,paid_search,604,495,95,8,95,1710,23,0.2913,64.57,0.7545,0.025
2026-02-19,JRN010,mobile_web,email,450,312,64,4,64,1152,21,0.2464,66.92,0.7439,0.0321
2026-02-19,JRN010,mobile_web,direct,559,455,108,11,108,1944,30,0.3028,63.19,0.7825,0.0219
2026-02-19,JRN010,mobile_app,organic_search,141,101,26,1,26,468,6,0.1565,63.82,0.7733,0.0174
2026-02-19,JRN010,mobile_app,paid_search,104,86,21,2,21,378,8,0.1765,61.58,0.7359,0.0327
2026-02-19,JRN010,mobile_app,email,86,71,21,2,21,378,8,0.1459,64.93,0.7574,0.0162
2026-02-19,JRN010,mobile_app,direct,104,75,18,2,18,324,3,0.1356,69.77,0.8068,0.0112
2026-02-19,JRN011,desktop,organic_search,199,96,4,4,0,1240,0,0.1866,48,0.7538,0.0235
2026-02-19,JRN011,desktop,paid_search,129,70,2,2,0,620,0,0.2607,48,0.7493,0.0375
2026-02-19,JRN011,desktop,email,107,55,2,2,0,620,0,0.2283,48,0.7562,0.0502
2026-02-19,JRN011,desktop,direct,130,64,3,3,0,930,0,0.2132,48,0.7332,0.0263
2026-02-19,JRN011,mobile_web,organic_search,240,125,4,4,0,1240,0,0.311,48,0.7728,0.0195
2026-02-19,JRN011,mobile_web,paid_search,146,79,2,2,0,620,0,0.2703,48,0.7079,0.0422
2026-02-19,JRN011,mobile_web,email,116,54,1,1,0,310,0,0.3147,49.35,0.7389,0.0395
2026-02-19,JRN011,mobile_web,direct,144,69,3,3,0,930,0,0.328,50.47,0.7688,0.0307
2026-02-19,JRN011,mobile_app,organic_search,45,22,0,0,0,0,0,0.1811,48,0.7407,0.0234
2026-02-19,JRN011,mobile_app,paid_search,32,17,0,0,0,0,0,0.1879,48,0.6859,0.0653
2026-02-19,JRN011,mobile_app,email,25,13,0,0,0,0,0,0.2625,48,0.7651,0.0503
2026-02-19,JRN011,mobile_app,direct,29,12,0,0,0,0,0,0.1793,49.61,0.7544,0.0189
2026-02-19,JRN012,desktop,organic_search,281,158,8,0,8,512,2,0.237,56.26,0.8889,0.0232
2026-02-19,JRN012,desktop,paid_search,190,82,4,0,4,256,1,0.2663,54.59,0.8743,0.048
2026-02-19,JRN012,desktop,email,130,69,4,0,4,256,1,0.2366,53.08,0.9226,0.0246
2026-02-19,JRN012,desktop,direct,204,97,6,0,6,384,2,0.1836,54.99,0.9184,0.0226
2026-02-19,JRN012,mobile_web,organic_search,260,123,6,0,6,384,2,0.329,51.41,0.9026,0.0459
2026-02-19,JRN012,mobile_web,paid_search,196,101,4,0,4,256,1,0.2914,55.04,0.8486,0.0437
2026-02-19,JRN012,mobile_web,email,163,72,3,0,3,192,0,0.309,52.53,0.8725,0.0466
2026-02-19,JRN012,mobile_web,direct,214,120,6,0,6,384,2,0.3416,57.38,0.8967,0.0221
2026-02-19,JRN012,mobile_app,organic_search,54,30,1,0,1,64,0,0.2374,55.86,0.8605,0.0206
2026-02-19,JRN012,mobile_app,paid_search,41,18,1,0,1,64,0,0.258,54.93,0.901,0.0468
2026-02-19,JRN012,mobile_app,email,28,12,0,0,0,0,0,0.2001,50.85,0.8868,0.0343
2026-02-19,JRN012,mobile_app,direct,40,22,1,0,1,64,0,0.1796,54.77,0.8547,0.0341
2026-02-20,JRN001,desktop,organic_search,652,302,20,1,20,2520,4,0.2151,71.15,0.9214,0.0151
2026-02-20,JRN001,desktop,paid_search,558,273,22,1,22,2772,6,0.2243,71.4,0.8951,0.0236
2026-02-20,JRN001,desktop,email,443,234,22,1,22,2772,4,0.216,68.13,0.8996,0.0276
2026-02-20,JRN001,desktop,direct,593,322,30,2,30,3780,6,0.2382,67.92,0.8565,0.0284
2026-02-20,JRN001,mobile_web,organic_search,764,359,21,0,21,2646,5,0.2952,67.27,0.8963,0.0209
2026-02-20,JRN001,mobile_web,paid_search,656,342,20,2,20,2520,5,0.2995,69.02,0.8865,0.0256
2026-02-20,JRN001,mobile_web,email,397,235,16,0,16,2016,2,0.2841,71.53,0.9085,0.011
2026-02-20,JRN001,mobile_web,direct,627,325,25,1,25,3150,8,0.2961,65.82,0.8995,0.0122
2026-02-20,JRN001,mobile_app,organic_search,167,93,8,0,8,1008,2,0.2578,65.62,0.9113,0.0267
2026-02-20,JRN001,mobile_app,paid_search,128,74,4,0,4,504,1,0.1843,66.28,0.9004,0.0326
2026-02-20,JRN001,mobile_app,email,84,50,5,0,5,630,1,0.1792,67.5,0.9036,0.0293
2026-02-20,JRN001,mobile_app,direct,109,52,4,0,4,504,1,0.2176,70.67,0.8911,0.0297
2026-02-20,JRN002,desktop,organic_search,894,641,140,7,140,13720,52,0.1665,79.34,0.8997,0.0206
2026-02-20,JRN002,desktop,paid_search,781,528,84,6,84,8232,21,0.2336,78.77,0.8596,0.0296
2026-02-20,JRN002,desktop,email,574,449,88,8,88,8624,26,0.1886,74.75,0.9177,0.0124
2026-02-20,JRN002,desktop,direct,641,426,109,5,109,10682,21,0.1585,77.8,0.8684,0.0165
2026-02-20,JRN002,mobile_web,organic_search,1065,763,109,6,109,10682,33,0.2308,80.69,0.899,0.008
2026-02-20,JRN002,mobile_web,paid_search,735,548,94,11,94,9212,25,0.2704,74.98,0.8707,0.0198
2026-02-20,JRN002,mobile_web,email,529,386,69,3,69,6762,20,0.2901,77.52,0.8799,0.019
2026-02-20,JRN002,mobile_web,direct,837,669,155,18,155,15190,35,0.3133,74.77,0.8905,0.0193
2026-02-20,JRN002,mobile_app,organic_search,188,124,33,1,33,3234,8,0.1662,74.39,0.8876,0.0146
2026-02-20,JRN002,mobile_app,paid_search,145,106,17,1,17,1666,6,0.2327,77.73,0.8862,0.0318
2026-02-20,JRN002,mobile_app,email,105,77,15,1,15,1470,5,0.2123,78.41,0.8773,0.0193
2026-02-20,JRN002,mobile_app,direct,157,125,24,1,24,2352,10,0.2161,78.2,0.8659,0.0191
2026-02-20,JRN003,desktop,organic_search,462,290,29,1,29,2146,6,0.2083,58.55,0.9027,0.0364
2026-02-20,JRN003,desktop,paid_search,277,186,25,1,25,1850,7,0.2341,61.87,0.8693,0.0374
2026-02-20,JRN003,desktop,email,216,127,17,0,17,1258,6,0.2237,62.83,0.9118,0.0233
2026-02-20,JRN003,desktop,direct,332,175,27,2,27,1998,6,0.1898,62.21,0.9085,0.0142
2026-02-20,JRN003,mobile_web,organic_search,528,324,31,2,31,2294,6,0.2829,63.66,0.8954,0.0303
2026-02-20,JRN003,mobile_web,paid_search,291,198,20,1,20,1480,6,0.2722,63.38,0.9048,0.0385
2026-02-20,JRN003,mobile_web,email,263,176,21,1,21,1554,7,0.3062,60.97,0.9095,0.0271
2026-02-20,JRN003,mobile_web,direct,327,171,20,1,20,1480,5,0.2548,64.59,0.8616,0.0324
2026-02-20,JRN003,mobile_app,organic_search,92,61,7,0,7,518,1,0.2214,66.45,0.9195,0.0223
2026-02-20,JRN003,mobile_app,paid_search,70,44,4,0,4,296,1,0.1633,60.5,0.8447,0.0426
2026-02-20,JRN003,mobile_app,email,51,29,4,0,4,296,0,0.1873,64.65,0.8657,0.0269
2026-02-20,JRN003,mobile_app,direct,62,41,7,0,7,518,1,0.2442,60.13,0.9242,0.0256
2026-02-20,JRN004,desktop,organic_search,361,310,137,8,137,5206,36,0.1436,86.14,0.8798,0.0083
2026-02-20,JRN004,desktop,paid_search,217,186,68,4,68,2584,14,0.1306,87.27,0.8862,0.0206
2026-02-20,JRN004,desktop,email,197,169,104,6,104,3952,38,0.1405,88.12,0.8963,0.0076
2026-02-20,JRN004,desktop,direct,237,203,123,11,123,4674,40,0.1788,87.22,0.8886,0.0033
2026-02-20,JRN004,mobile_web,organic_search,380,326,143,15,143,5434,61,0.2428,84.35,0.8959,0.0068
2026-02-20,JRN004,mobile_web,paid_search,255,219,78,7,78,2964,16,0.2476,86.4,0.8671,0.019
2026-02-20,JRN004,mobile_web,email,177,152,55,6,55,2090,14,0.1763,83.77,0.8781,0.0044
2026-02-20,JRN004,mobile_web,direct,265,227,120,11,120,4560,34,0.1863,87.35,0.9255,0.0053
2026-02-20,JRN004,mobile_app,organic_search,605,520,303,27,303,11514,59,0.1051,85.57,0.8719,0.01
2026-02-20,JRN004,mobile_app,paid_search,431,370,141,16,141,5358,43,0.1072,83.36,0.8967,0.0175
2026-02-20,JRN004,mobile_app,email,305,262,162,16,162,6156,68,0.1295,88.05,0.8735,0.0071
2026-02-20,JRN004,mobile_app,direct,405,348,215,24,215,8170,65,0.0925,88.08,0.9347,0.0099
2026-02-20,JRN005,desktop,organic_search,301,258,78,4,78,1716,30,0.1449,71.86,0.8968,0.0109
2026-02-20,JRN005,desktop,paid_search,211,181,61,7,61,1342,19,0.1269,71.05,0.8732,0.0246
2026-02-20,JRN005,desktop,email,189,159,48,3,48,1056,10,0.1446,74.99,0.874,0.0155
2026-02-20,JRN005,desktop,direct,210,179,54,4,54,1188,18,0.1581,70.6,0.9046,0.0148
2026-02-20,JRN005,mobile_web,organic_search,395,322,88,7,88,1936,19,0.2373,69.69,0.89,0.0211
2026-02-20,JRN005,mobile_web,paid_search,222,190,51,2,51,1122,12,0.2308,68.23,0.9135,0.0264
2026-02-20,JRN005,mobile_web,email,207,169,63,7,63,1386,23,0.2593,75.42,0.8948,0.0128
2026-02-20,JRN005,mobile_web,direct,281,241,62,6,62,1364,20,0.2089,75.12,0.8748,0.0152
2026-02-20,JRN005,mobile_app,organic_search,70,60,22,1,22,484,4,0.1894,71.03,0.8803,0.0091
2026-02-20,JRN005,mobile_app,paid_search,51,42,15,1,15,330,4,0.1745,72.02,0.8897,0.0238
2026-02-20,JRN005,mobile_app,email,42,34,13,1,13,286,4,0.1544,70.85,0.9233,0.0156
